"name","full_name"
"45202","45202 - Техническое обслуживание и ремонт прочих автомобилей"
"45203","45203 - Мойка, полировка автомобилей и аналогичная деятельность"
"45209","45209 - Виды технического обслуживания и ремонта моторных транспортных средств, не включенные в другие категории"
"45310","45310 - Оптовая торговля деталями, узлами и принадлежностями для автомобилей"
"45320","45320 - Розничная торговля деталями, узлами и принадлежностями для автомобилей"
"45401","45401 - Оптовая торговля мотоциклами, их деталями, узлами и принадлежностями"
"45402","45402 - Розничная торговля мотоциклами, их деталями, узлами и принадлежностями"
"45403","45403 - Техническое обслуживание и ремонт мотоциклов"
"46110","46110 - Деятельность агентов по оптовой торговле сельскохозяйственным сырьем, живыми животными, текстильным сырьем и полуфабрикатами"
"46120","46120 - Деятельность агентов по оптовой торговле топливом, рудами, металлами и химическими веществами"
"46130","46130 - Деятельность агентов по оптовой торговле древесиной и строительными материалами"
"46140","46140 - Деятельность агентов по торговле машинами, оборудованием, промышленным оборудова-нием, морскими и воздушными судами"
"46150","46150 - Деятельность агентов по оптовой торговле мебелью, бытовыми товарами, скобяными и прочими металлическими изделиями"
"46160","46160 - Деятельность агентов по оптовой торговле текстильными изделиями, одеждой, обувью, изделиями из кожи и меха"
"46170","46170 - Деятельность агентов по оптовой торговле пищевыми продуктами, включая напитки, и табачными изделиями"
"46180","46180 - Деятельность агентов, специализирующихся на оптовой торговле отдельными видами товаров или группами товаров, не включенными в другие категории"
"46190","46190 - Деятельность агентов по оптовой торговле товарами широкого ассортимента"
"46211","46211 - Оптовая торговля зерном, семенами и кормами для животных"
"46212","46212 - Оптовая торговля необработанным табаком"
"46220","46220 - Оптовая торговля цветами и другими растениями"
"46230","46230 - Оптовая торговля живыми животными"
"46240","46240 - Оптовая торговля шкурами и кожей"
"46310","46310 - Оптовая торговля фруктами и овощами"
"46320","46320 - Оптовая торговля мясом и мясными продуктами"
"46330","46330 - Оптовая торговля молочными продуктами, яйцами, пищевыми маслами и жирами"
"46341","46341 - Оптовая торговля алкогольными напитками"
"46342","46342 - Оптовая торговля безалкогольными напитками и пивом"
"46350","46350 - Оптовая торговля табачными изделиями"
"46360","46360 - Оптовая торговля сахаром, шоколадом и сахаристыми кондитерскими изделиями"
"46370","46370 - Оптовая торговля кофе, чаем, какао и пряностями"
"46380","46380 - Оптовая торговля прочими продуктами питания, в том числе рыбой, ракообразными и моллюсками"
"46390","46390 - Неспециализированная оптовая торговля продуктами питания, включая напитки, и табачными изделиями"
"46410","46410 - Оптовая торговля текстильными товарами"
"46421","46421 - Оптовая торговля одеждой"
"46422","46422 - Оптовая торговля обувью"
"46431","46431 - Оптовая торговля бытовой радио- и телеаппаратурой"
"46432","46432 - Оптовая торговля аудио и видео пленками, дисками СD и DVD с записями"
"46439","46439 - Оптовая торговля прочими бытовыми электротоварами"
"46440","46440 - Оптовая торговля изделиями из фарфора, стеклянной посудой и чистящими средствами"
"46450","46450 - Оптовая торговля парфюмерными и косметическими товарами"
"46460","46460 - Оптовая торговля фармацевтическими товарами"
"46471","46471 - Оптовая торговля бытовой мебелью и коврами"
"46472","46472 - Оптовая торговля осветительным оборудованием"
"46480","46480 - Оптовая торговля часами и ювелирными изделиями"
"46490","46490 - Оптовая торговля прочими бытовыми товарами"
"46510","46510 - Оптовая торговля компьютерами, периферийным компьютерным оборудованием и программным обеспечением"
"46520","46520 - Оптовая торговля электронным и телекоммуникационным оборудованием и запчастями к нему"
"46610","46610 - Оптовая торговля сельскохозяйственной техникой, оборудованием и запасными частями"
"46620","46620 - Оптовая торговля механическими станками"
"46630","46630 - Оптовая торговля техникой для горнодобычи и гражданского строительства"
"46640","46640 - Оптовая торговля техникой для текстильного, швейного и трикотажного производств"
"46650","46650 - Оптовая торговля офисной мебелью"
"46660","46660 - Оптовая торговля прочей офисной техникой и оборудованием"
"46690","46690 - Оптовая торговля прочей техникой и оборудованием"
"46710","46710 - Оптовая торговля твердым, жидким и газообразным топливом и подобными продуктами"
"46720","46720 - Оптовая торговля металлами и металлическими рудами"
"46730","46730 - Оптовая торговля лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
"46740","46740 - Оптовая торговля металлическими изделиями, водопроводным и отопительным оборудованием и инвентарем"
"46750","46750 - Оптовая торговля химическими продуктами"
"46760","46760 - Оптовая торговля прочими промежуточными продуктами"
"46770","46770 - Оптовая торговля отходами и ломом"
"46900","46900 - Оптовая неспециализированная торговля"
"47110","47110 - Розничная торговля в неспециализированных магазинах преимущественно продуктами питания, включая напитки, и табачными изделиями"
"47190","47190 - Розничная торговля в неспециализированных магазинах прочими товарами"
"47210","47210 - Розничная торговля в специализированных магазинах фруктами и овощами"
"47220","47220 - Розничная торговля в специализированных магазинах мясом и мясными продуктами"
"47230","47230 - Розничная торговля в специализированных магазинах рыбой, ракообразными и моллюсками"
"47240","47240 - Розничная торговля в специализированных магазинах хлебобулочными изделиями, мучными и сахаристыми кондитерскими изделиями"
"47251","47251 - Розничная торговля алкогольными напитками"
"47252","47252 - Розничная торговля безалкогольными напитками и пивом"
"47260","47260 - Розничная торговля в специализированных магазинах табачными изделиями"
"47290","47290 - Розничная торговля в специализированных магазинах прочими продуктами питания"
"47300","47300 - Розничная торговля в специализированных магазинах моторным топливом"
"47410","47410 - Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах"
"47420","47420 - Розничная торговля в специализированных магазинах телекоммуникационным оборудованием"
"47430","47430 - Розничная торговля в специализированных магазинах аудио- и видеоаппаратурой"
"47510","47510 - Розничная торговля в специализированных магазинах текстильными изделиями"
"47520","47520 - Розничная торговля в специализированных магазинах скобяными изделиями, лакокрасочными материалами и стеклом"
"47531","47531 - Розничная торговля в специализированных магазинах коврами и ковровыми изделиями"
"47539","47539 - Розничная торговля в специализированных магазинах прочими настенными и напольными покрытиями"
"47540","47540 - Розничная торговля в специализированных магазинах бытовыми электротоварами"
"47591","47591 - Розничная торговля в специализированных магазинах мебелью"
"47599","47599 - Розничная торговля в специализированных магазинах осветительным оборудованием и прочими бытовыми товарами"
"47610","47610 - Розничная торговля в специализированных магазинах книгами"
"47620","47620 - Розничная торговля в специализированных магазинах газетами, журналами и канцелярскими товарами"
"47630","47630 - Розничная торговля в специализированных магазинах видео и аудио записями"
"47640","47640 - Розничная торговля в специализированных магазинах спортивными товарами"
"47650","47650 - Розничная торговля в специализированных магазинах играми и игрушками"
"47711","47711 - Розничная торговля в специализированных магазинах трикотажными и чулочно-носочными изделиями"
"47712","47712 - Розничная торговля в специализированных магазинах одеждой (кроме трикотажных и чулочно-носочных изделий)"
"47721","47721 - Розничная торговля в специализированных магазинах обувью"
"47722","47722 - Розничная торговля в специализированных магазинах кожаными изделиями"
"47730","47730 - Розничная торговля в специализированных магазинах фармацевтическими товарами"
"47740","47740 - Розничная торговля в специализированных магазинах медицинскими и ортопедическими товарами"
"47750","47750 - Розничная торговля в специализированных магазинах косметическими товарами и предметами гигиены"
"47760","47760 - Розничная торговля в специализированных магазинах цветами и другими растениями, семенами, удобрениями, домашними животными (питомцами) и кормом для них"
"47770","47770 - Розничная торговля в специализированных магазинах часами и ювелирными изделиями"
"47780","47780 - Розничная торговля в специализированных магазинах прочими новыми товарами"
"47790","47790 - Розничная торговля в магазинах товарами, бывшими в употреблении"
"47810","47810 - Розничная торговля продуктами питания, напитками и табачными изделиями в торговых палатках и на рынке"
"47820","47820 - Розничная торговля в палатках и на рынках текстилем, одеждой, обувью"
"47890","47890 - Розничная торговля в палатках и на рынках прочими товарами"
"47910","47910 - Розничная торговля по почте и через Интернет"
"47990","47990 - Прочая розничная торговля вне магазинов, палаток и рынков"
"49100","49100 - Пассажирский железнодорожный транспорт, междугородний"
"49200","49200 - Грузовой железнодорожный транспорт"
"49310","49310 - Городской и пригородный сухопутный пассажирский транспорт"
"49320","49320 - Деятельность такси"
"49390","49390 - Прочие виды сухопутных пассажирских перевозок, не включенные в другие категории"
"49410","49410 - Грузовые перевозки автомобильным транспортом"
"49420","49420 - Услуги по перевозкам (переезду)"
"49500","49500 - Транспортирование по трубопроводу"
"50100","50100 - Морской и прибрежный пассажирский транспорт"
"50200","50200 - Морской и прибрежный грузовой транспорт"
"50300","50300 - Речной пассажирский транспорт"
"50400","50400 - Речной грузовой транспорт"
"51100","51100 - Пассажирский воздушный транспорт"
"51210","51210 - Грузовой воздушный транспорт"
"51220","51220 - Транспортная космическая система"
"52100","52100 - Складирование и хранение"
"52210","52210 - Услуги в области сухопутного транспорта"
"52220","52220 - Услуги в области водного транспорта"
"52230","52230 - Услуги в области воздушного транспорта"
"52240","52240 - Транспортная обработка грузов"
"52291","52291 - Организация транспортировки по железной дороге, автотранспортом, морем или по воздуху"
"52292","52292 - Услуги таможенных агентов"
"52299","52299 - Прочие сопроводительные услуги при перевозках, не включенные в другие категории"
"53100","53100 - Почтовые услуги в соответствии с обязательствами по предоставлению услуг в зоне всеобщего охвата"
"53200","53200 - Прочая почтовая и курьерская деятельность"
"55100","55100 - Гостиницы и аналогичные места проживания"
"55200","55200 - Предоставление жилья на выходные и прочие периоды краткосрочного проживания"
"55300","55300 - Туристические лагеря, парки и городки отдыха и развлечений"
"55900","55900 - Услуги прочих мест для проживания"
"56100","56100 - Рестораны и услуги по доставке продуктов питания"
"56210","56210 - Доставка пищи на заказ"
"56290","56290 - Прочие виды организации питания"
"56300","56300 - Подача напитков"
"58110","58110 - Издание книг"
"58120","58120 - Издание справочников и списков"
"58130","58130 - Издание газет"
"58140","58140 - Издание журналов и периодических публикаций"
"58190","58190 - Прочие виды издательской деятельности"
"58210","58210 - Выпуск компьютерных игр"
"58290","58290 - Выпуск прочего программного обеспечения"
"59110","59110 - Производство кино- видеофильмов и телевизионных программ"
"59120","59120 - Постпроизводственный этап изготовления кино- видеофильмов, и телевизионных программ"
"59130","59130 - Распространение кинофильмов, видео и телевизионных программ"
"59140","59140 - Показ кинофильмов"
"59200","59200 - Деятельность по изданию фонограмм и музыкальных записей"
"60100","60100 - Радиовещание"
"60200","60200 - Деятельность по созданию и трансляции телевизионных программ"
"61100","61100 - Предоставление услуг проводной связи"
"61200","61200 - Предоставление услуг беспроводной связи"
"61300","61300 - Предоставление услуг спутниковой связи"
"61900","61900 - Предоставление прочих телекоммуникационных услуг"
"62010","62010 - Деятельность в области компьютерного программирования"
"62020","62020 - Консультационные услуги в области компьютерных технологий"
"62030","62030 - Деятельность по управлению компьютерным оборудованием"
"62090","62090 - Другие виды деятельности в области информационных технологий и компьютерных систем"
"63110","63110 - Услуги по размещению и обработке данных"
"63120","63120 - Web-порталы"
"63910","63910 - Деятельность информационных агентств"
"63990","63990 - Прочая деятельность по информационному обслуживанию, не включенная в другие категории"
"64110","64110 - Деятельность центрального банка"
"64190","64190 - Другие виды денежно-кредитного посредничества"
"64200","64200 - Деятельность холдинговых компаний"
"64300","64300 - Тресты, фонды и аналогичные финансовые организации"
"64910","64910 - Финансовый лизинг"
"64920","64920 - Прочие виды кредитования"
"64990","64990 - Другие виды финансовых услуг, за исключением услуг страховых и пенсионных фондов, не отнесенные к прочим категориям"
"65110","65110 - Страхование жизни"
"65120","65120 - Страхование, кроме страхования жизни"
"65200","65200 - Перестрахование"
"65300","65300 - Деятельность пенсионных фондов"
"66110","66110 - Управление финансовыми рынками"
"66120","66120 - Брокерские услуги по контрактам на ценные бумаги и товары"
"66190","66190 - Прочая вспомогательная деятельность по предоставлению финансовых услуг, кроме страхования и пенсионного обеспечения"
"66210","66210 - Деятельность по оценке страхового риска и ущерба"
"66220","66220 - Деятельность страховых агентов и брокеров"
"66290","66290 - Прочая вспомогательная деятельность по страхованию и пенсионному обеспечению"
"66300","66300 - Управление фондами"
"68100","68100 - Купля и продажа недвижимости"
"68201","68201 - Аренда и управление площадями для организации торговли"
"68202","68202 - Аренда и управление нежилыми помещениями"
"68203","68203 - Аренда и управление многоквартирными домами и жилищами"
"68204","68204 - Аренда и управление землей"
"68310","68310 - Деятельность агентств по операциям с недвижимым имуществом"
"68321","68321 - Управление нежилым недвижимым имуществом производственного и непроизводственного назначения"
"68322","68322 - Деятельность товариществ частных собственников жилья"
"68329","68329 - Услуги по управлению недвижимостью, не перечисленные в других категориях"
"69101","69101 - Деятельность адвокатских формирований"
"69102","69102 - Деятельность нотариусов"
"69109","69109 - Прочие юридические услуги"
"69201","69201 - Деятельность в области бухгалтерского учета"
"69202","69202 - Аудиторская деятельность"
"69203","69203 - Услуги налоговых консультантов"
"70100","70100 - Деятельность головных компаний"
"70210","70210 - Деятельность по взаимоотношениям и связью с общественностью"
"70220","70220 - Консультирование по вопросам коммерческой деятельности и управления"
"71110","71110 - Деятельность в области архитектуры"
"71120","71120 - Деятельность в области инженерных изысканий и предоставление технических консультаций в этих областях"
"71200","71200 - Технические испытания и анализы"
"72110","72110 - Научные исследования и экспериментальные разработки в области биотехнологий"
"72190","72190 - Прочие исследования и разработки в области естественных наук и инженерии"
"72200","72200 - Исследования и экспериментальные разработки в области общественных и гуманитарных наук"
"73110","73110 - Рекламные агентства"
"73120","73120 - Предоставление рекламы в средствах массовой информации"
"73200","73200 - Исследование конъюнктуры рынка и изучение общественного мнения"
"74100","74100 - Специализированная дизайнерская деятельность"
"74200","74200 - Деятельность в области фотографии"
"74300","74300 - Письменный и устный перевод"
"74900","74900 - Прочая профессиональная, научная и техническая деятельность, не включенная в другие категории"
"75000","75000 - Ветеринарная деятельность"
"77110","77110 - Аренда и лизинг легковых автомобилей и легких моторных транспортных средств"
"77120","77120 - Аренда и лизинг грузовых транспортных средств"
"77210","77210 - Аренда и лизинг развлекательного и спортивного инвентаря"
"77220","77220 - Прокат видеозаписей и дисков"
"77290","77290 - Аренда и лизинг других предметов личного потребления и бытовых товаров"
"77310","77310 - Аренда и лизинг сельскохозяйственной техники и оборудования"
"77320","77320 - Аренда и лизинг строительной техники и оборудования для строительства гражданских объектов"
"77330","77330 - Аренда и лизинг офисных машин и оборудования, включая вычислительную технику"
"77340","77340 - Аренда и лизинг водных транспортных средств и оборудования"
"77350","77350 - Аренда и лизинг воздушных транспортных средств"
"77390","77390 - Аренда и лизинг прочих машин, оборудования и материальных средств, не включенных в другие категории"
"77400","77400 - Аренда интеллектуальной собственности и подобной продукции, за исключением работ с защищенными авторскими правами"
"78100","78100 - Деятельность агентств по трудоустройству"
"78200","78200 - Деятельность агентств по временному трудоустройству"
"78300","78300 - Деятельность прочих организаций по работе с персоналом"
"79110","79110 - Деятельность туристских агентств"
"79120","79120 - Деятельность туроператоров"
"79900","79900 - Прочие виды услуг по бронированию и сопутствующие им услуги"
"80100","80100 - Деятельность частных охранных служб"
"80200","80200 - Деятельность в области систем охраны"
"80300","80300 - Проведение расследований"
"81100","81100 - Комплексное обслуживание объектов"
"81210","81210 - Общая уборка зданий"
"81220","81220 - Прочая деятельность по уборке зданий и промышленных объектов"
"81290","81290 - Прочие виды услуг по уборке"
"81300","81300 - Деятельность по благоустройству; ландшафтное планирование"
"82110","82110 - Комплексное административно-управленческое обслуживание"
"82190","82190 - Фотокопировальные работы, подготовка документации и прочие виды специализированного конторского обслуживания"
"82200","82200 - Деятельность информационно-справочных служб"
"82300","82300 - Организация конференций и торговых выставок"
"82910","82910 - Деятельность агентств по сбору платежей и кредитных бюро"
"82920","82920 - Упаковочная деятельность"
"82990","82990 - Прочие виды вспомогательного обслуживания хозяйственной деятельности, не включенные в другие категории"
"84111","84111 - Деятельность республиканских органов государственной власти и управления"
"84112","84112 - Деятельность региональных органов государственной власти и управления"
"84113","84113 - Деятельность местных органов управления"
"84119","84119 - Управление и функционирование государственных служб, не перечисленных в других категориях"
"84120","84120 - Регулирование деятельности учреждений обеспечивающих медицинское и культурное обслуживание, другие социальные услуги, кроме социального обеспечения"
"84130","84130 - Регулирование и содействие эффективному ведению экономической деятельности"
"84210","84210 - Международная деятельность"
"84220","84220 - Оборонная деятельность"
"84230","84230 - Деятельность в области юстиции и правосудия"
"84240","84240 - Деятельность по обеспечению общественного порядка и безопасности"
"84250","84250 - Деятельность по обеспечению безопасности в чрезвычайных ситуациях"
"84300","84300 - Деятельность обязательного социального обеспечения"
"85100","85100 - Дошкольное образование"
"85200","85200 - Начальное образование"
"85310","85310 - Общее среднее образование"
"85320","85320 - Техническое и профессиональное среднее образование"
"85410","85410 - Послесреднее образование"
"85420","85420 - Высшее образование"
"85510","85510 - Спортивное образование, включая образование в развлекательных целях"
"85520","85520 - Образование в сфере культуры"
"85530","85530 - Деятельность школ подготовки водителей транспортных средств"
"85590","85590 - Прочие виды образования, не включенные в другие категории"
"85600","85600 - Вспомогательная деятельность в области образования"
"86100","86100 - Деятельность больничных учреждений"
"86210","86210 - Деятельность в области общей врачебной практики"
"86220","86220 - Деятельность в области специальной врачебной практики"
"86230","86230 - Стоматологическая деятельность"
"86900","86900 - Прочая деятельность в области здравоохранения"
"87100","87100 - Предоставление медицинского ухода с обеспечением проживания"
"87200","87200 - Деятельность, связанная с проживанием лиц с умственными и физическими недостатками, психиатрическими заболеваниями и наркологическими расстройствами"
"87300","87300 - Деятельность по уходу за престарелыми и инвалидами с обеспечением проживания"
"87900","87900 - Прочие виды деятельности по уходу с обеспечением проживания"
"88100","88100 - Предоставление социальных услуг престарелым и инвалидам без обеспечения проживания"
"88910","88910 - Дневной уход за детьми"
"88990","88990 - Прочие социальные услуги без обеспечения проживания, не включенные в другие категории"
"90010","90010 - Театральная деятельность"
"90020","90020 - Техническая поддержка при показе спектаклей"
"90030","90030 - Деятельность в области искусства"
"90040","90040 - Деятельность театральных и концертных залов"
"91010","91010 - Деятельность библиотек и архивов"
"91020","91020 - Деятельность музеев"
"91030","91030 - Деятельность по сохранению исторических мест и зданий, памятников культуры"
"91040","91040 - Деятельность ботанических садов, зоопарков и заповедников"
"92000","92000 - Деятельность по организации азартных игр и заключения пари"
"93110","93110 - Деятельность спортивных объектов"
"93120","93120 - Деятельность спортивных клубов"
"93130","93130 - Деятельность фитнесс-клубов"
"93190","93190 - Прочая деятельность в области спорта"
"93210","93210 - Деятельность парков отдыха и тематических парков"
"93290","93290 - Прочая деятельность по организации отдыха и развлечений"
"94110","94110 - Деятельность коммерческих и предпринимательских членских организаций"
"94120","94120 - Деятельность профессиональных членских организаций"
"94200","94200 - Деятельность профсоюзов"
"94910","94910 - Деятельность религиозных организаций"
"94920","94920 - Деятельность политических организаций"
"94990","94990 - Деятельность прочих членских организаций, не включенных в другие категории"
"95110","95110 - Ремонт компьютеров и периферийного оборудования"
"95120","95120 - Ремонт коммуникационного оборудования"
"95210","95210 - Ремонт приборов бытовой электроники"
"95220","95220 - Ремонт бытовых приборов, домашнего и садового инвентаря"
"95230","95230 - Ремонт обуви и изделий из кожи"
"95240","95240 - Ремонт мебели и предметов домашнего обихода"
"95250","95250 - Ремонт часов и ювелирных изделий"
"95290","95290 - Ремонт прочих предметов личного пользования и бытовых товаров"
"96010","96010 - Стирка и химическая чистка текстильных и меховых изделий"
"96020","96020 - Услуги парикмахерских и салонов красоты"
"96030","96030 - Организация похорон и связанная с этим деятельность"
"96040","96040 - Деятельность по обеспечению физического комфорта"
"96090","96090 - Прочие индивидуальные услуги, не включенные в другие категории"
"97000","97000 - Деятельность домашних хозяйств, нанимающих домашнюю прислугу"
"98100","98100 - Производство домашними хозяйствами разнообразных товаров для собственного потребления"
"98200","98200 - Предоставление домашними хозяйствами разнообразных услуг для собственного потребления"
"99000","99000 - Деятельность экстерриториальных организаций"
